conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1.7658E+18,Sat Mar 09 19:40:18 +0000 2024,0,Milk Bun dengan kearifan lokal Hahahha..rame bgt berita Milk Bun Thailand 1 ton keciduk beacukai dan dimusnahkan..itu mah udh bkn jastip tapi impor WKWKWK nih beli cuma 20k enak bgtt..ada yg 25k jg di daerahku. Support UMKM aja lah yuk https://t.co/lhd3sxdxfZ,1.76655E+18,https://pbs.twimg.com/media/GIQLfdVbIAAYVOL.jpg,naworried,in,Jatim,1,1,0,https://twitter.com/naworried/status/1766549592508895683,1394609221,naworried
1.76636E+18,Sat Mar 09 17:33:46 +0000 2024,0,@Nicoadic @muchlis_ar Dulu mana ada pajak sekarang dikenai segala jenis pajak PPN PPnBM PKP PBB Bea Materai BPHTB pajak STNK Bea Balik Nama cukai rokok tol mkn resto pajak air tanah reklame sembako tiket sekolah dsb! lalu dimana majunya lol.,1.76652E+18,,Nicoadic,in,"Manchester, England",0,1,0,https://twitter.com/_Banyoe/status/1766517748140781880,80366659,_Banyoe
1.76652E+18,Sat Mar 09 17:30:10 +0000 2024,1,Coffee Morning Bea Cukai Morowali Tindak Lanjut Hasil SKPJ 2023 Sosialisasi PP 36 dan Sosialisasi Antikorupsi selengkapnya di https://t.co/0HECxlDGkJ https://t.co/2WNv1Ww9Zk,1.76652E+18,https://pbs.twimg.com/media/GIPtjNTaEAA9kYu.jpg,,in,"Morowali, Sulawesi Tengah",0,0,0,https://twitter.com/bcmorowali/status/1766516842108252350,2775569088,bcmorowali
1.76647E+18,Sat Mar 09 14:40:24 +0000 2024,1,Pemantauan Harga Transaksi Pasar Bea Cukai Morowali Pantau Harga Jual Eceran Produk Hasil Tembakau selengkapnya di https://t.co/yl5FbjTwAP https://t.co/dPR2MmResx,1.76647E+18,https://pbs.twimg.com/media/GIPG09FboAAwJ42.jpg,,in,"Morowali, Sulawesi Tengah",0,0,0,https://twitter.com/bcmorowali/status/1766474119682650445,2775569088,bcmorowali
1.76641E+18,Sat Mar 09 14:40:15 +0000 2024,8,@FOODFESS2 Gaes tolong ditanggapi dari sisi aturan bea cukai yaa mereka jalanin tugas jgn keluar topik.. dari tadi liat di postingan lain org protes mulu katanya mubazir dosa soal halal/ga nuduh petugas bawa pulang sampai bahas soal narkoba masuk bisa2 aja.. ‍,1.76647E+18,,FOODFESS2,in,,0,0,0,https://twitter.com/kecilnanmungil/status/1766474082772758692,1.35626E+18,kecilnanmungil
1.76647E+18,Sat Mar 09 14:36:49 +0000 2024,0,busettt makin2 aja ini bea cukai segala makanan di musnahin. mubadzir breeeee,1.76647E+18,,,in,somewhere only we know,0,0,0,https://twitter.com/piwpiwiww/status/1766473216795844783,1.61522E+18,piwpiwiww
1.76641E+18,Sat Mar 09 14:34:06 +0000 2024,32,@kaptenblink @FOODFESS2 Icip-icip sama dikonsumsi pribadi keluarga bea cukai kan juga termasuk bentuk pemusnahan kak,1.76647E+18,,kaptenblink,in,,1,3,0,https://twitter.com/maknapetang/status/1766472536689184894,1.70344E+18,maknapetang
1.76627E+18,Sat Mar 09 13:54:52 +0000 2024,53,@ommi_siregar Ongkir mahal. Blm lagi bea cukai nya. ,1.76646E+18,,ommi_siregar,in,Indonesia,0,0,0,https://twitter.com/oi_co23/status/1766462660198203717,9.07273E+17,oi_co23
1.76641E+18,Sat Mar 09 13:41:48 +0000 2024,0,@AVIRA_ @lalatiboi @FOODFESS2 wes aman dari bea cukai ta kak?,1.76646E+18,,AVIRA_,in,Nirwana 11 Dimensi,0,0,0,https://twitter.com/cakalang2021/status/1766459372136489124,1.29022E+18,cakalang2021
1.76646E+18,Sat Mar 09 13:40:07 +0000 2024,5,Cara musnahinnya dimasukin ke perut pegawai-pegawai bea cukai,1.76646E+18,,,in,British Virgin Islands,0,0,0,https://twitter.com/kang_bata9or/status/1766458951166759205,1.67174E+18,kang_bata9or
1.76641E+18,Sat Mar 09 13:31:17 +0000 2024,0,@FOODFESS2 yg keluarga nya kerja di bea cukai pasti dapet milk bun nya ,1.76646E+18,,FOODFESS2,in,,0,1,0,https://twitter.com/lassitudepeople/status/1766456728634450118,1.6471E+18,lassitudepeople
1.76645E+18,Sat Mar 09 13:24:19 +0000 2024,0,@freyjanorsegodd Kamu gak Takut disita Bea Cukai..?,1.76645E+18,,freyjanorsegodd,in,,0,1,0,https://twitter.com/coffeeXliqueur/status/1766454974400393617,1.5646E+18,coffeeXliqueur
1.76645E+18,Sat Mar 09 13:18:58 +0000 2024,0,Monitoring HTP Oleh Bea cukai Parepare. Parepare 08.03.2024 - Bea Cukai Parepare melaksanakan kegiatan monitoring harga transaksi pasar (HTP) atas produk hasil tembakau triwulan satu tahun 2024 Pelaksanaan monitoring HTP dilaksanakan di wilayah pengawasan Bea Cukai Parepare. https://t.co/N7jH84AKnU,1.76645E+18,https://pbs.twimg.com/media/GIO0MmLaYAEkNDD.jpg,,in,Kota Parepare,0,0,0,https://twitter.com/bcparepare/status/1766453626934001736,1.088E+18,bcparepare
